"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"26",1940,2,26768517,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"27",1940,2,26768518,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"28",1940,2,26768528,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"29",1940,2,26768531,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"30",1940,2,26768539,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"31",1940,2,26768545,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"32",1940,2,26768546,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"33",1940,2,26768552,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",21,"White","White","Michigan","Michigan","No, not in school",5,"5th grade"
"34",1940,2,26768554,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"35",1940,2,26768562,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"36",1940,2,26768563,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"37",1940,2,26768564,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"38",1940,2,26768568,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"39",1940,2,26768574,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"40",1940,2,26768578,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"41",1940,2,26768592,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"42",1940,2,26768596,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"43",1940,2,26768600,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"44",1940,2,26768600,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",7,"7th grade"
"45",1940,2,26768611,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"46",1940,2,26768616,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"47",1940,2,26768616,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"48",1940,2,26768622,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"49",1940,2,26768624,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","Yes, in school",15,"3rd year of college"
"50",1940,2,26768624,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"51",1940,2,26768627,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"52",1940,2,26768643,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"53",1940,2,26768646,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"54",1940,2,26768648,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"55",1940,2,26768654,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"56",1940,2,26768664,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"57",1940,2,26768674,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"58",1940,2,26768675,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"59",1940,2,26768675,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",7,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"60",1940,2,26768713,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"61",1940,2,26768713,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"62",1940,2,26768738,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Michigan","Michigan","Yes, in school",9,"9th grade"
"63",1940,2,26768741,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"64",1940,2,26768742,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"65",1940,2,26768742,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"66",1940,2,26768783,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"67",1940,2,26768790,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"68",1940,2,26768812,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",6,"6th grade"
"69",1940,2,26768816,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"70",1940,2,26768825,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"71",1940,2,26768829,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"72",1940,2,26768831,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"73",1940,2,26768834,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"74",1940,2,26768836,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","Yes, in school",13,"1st year of college"
"75",1940,2,26768840,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"76",1940,2,26768851,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"77",1940,2,26768858,1,"East North Central Div.","Ohio",690,"Rural","Fragment",1,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"78",1940,2,26768889,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"79",1940,2,26768896,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"80",1940,2,26768903,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"81",1940,2,26768904,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"82",1940,2,26768914,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"83",1940,2,26768916,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"84",1940,2,26768916,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"85",1940,2,26768917,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"86",1940,2,26768921,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"87",1940,2,26768925,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Texas","Texas","No, not in school",8,"8th grade"
"88",1940,2,26768929,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"89",1940,2,26768932,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"90",1940,2,26768934,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"91",1940,2,26768941,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"92",1940,2,26768948,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"93",1940,2,26768951,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"94",1940,2,26768951,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"95",1940,2,26768952,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"96",1940,2,26768956,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"97",1940,2,26768964,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"98",1940,2,26768965,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"99",1940,2,26768965,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"100",1940,2,26768976,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"101",1940,2,26768982,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"102",1940,2,26768982,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",6,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"103",1940,2,26768984,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"104",1940,2,26768989,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"105",1940,2,26768991,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"106",1940,2,26768991,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"107",1940,2,26768994,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"108",1940,2,26768994,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"109",1940,2,26768994,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"110",1940,2,26769005,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"111",1940,2,26769007,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"112",1940,2,26769007,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"113",1940,2,26769009,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"114",1940,2,26769012,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"115",1940,2,26769013,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"116",1940,2,26769023,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"117",1940,2,26769027,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"118",1940,2,26769035,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"119",1940,2,26769043,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"120",1940,2,26769044,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"121",1940,2,26769045,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"122",1940,2,26769046,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Michigan","Michigan","No, not in school",8,"8th grade"
"123",1940,2,26769048,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"124",1940,2,26769048,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",6,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"125",1940,2,26769050,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"126",1940,2,26769051,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"127",1940,2,26769052,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"128",1940,2,26769053,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"129",1940,2,26769054,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"130",1940,2,26769055,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"131",1940,2,26769056,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"132",1940,2,26769056,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"133",1940,2,26769059,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"134",1940,2,26769061,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"135",1940,2,26769062,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",1,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"136",1940,2,26769063,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"137",1940,2,26769082,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"138",1940,2,26769101,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"139",1940,2,26769113,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
"140",1940,2,26769113,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"141",1940,2,26769118,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"142",1940,2,26769132,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"143",1940,2,26769142,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"144",1940,2,26769151,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"145",1940,2,26769166,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"146",1940,2,26769174,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"147",1940,2,26769174,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"148",1940,2,26769182,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"149",1940,2,26769197,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",9,"9th grade"
"150",1940,2,26769204,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Pennsylvania","Pennsylvania","Yes, in school",11,"11th grade"
"151",1940,2,26769222,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",2,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"152",1940,2,26769248,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"153",1940,2,26769252,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Illinois","Illinois","No, not in school",12,"12th grade"
"154",1940,2,26769270,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Idaho","Idaho Territory","No, not in school",12,"12th grade"
"155",1940,2,26769272,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"156",1940,2,26769283,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"157",1940,2,26769286,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"158",1940,2,26769287,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"159",1940,2,26769294,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"160",1940,2,26769311,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"161",1940,2,26769311,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"162",1940,2,26769312,1,"East North Central Div.","Ohio",690,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
