"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"38",1940,2,27124721,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",8,1,"Male",19,"White","White","Kentucky","Kentucky","No, not in school",6,"6th grade"
"39",1940,2,27124724,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",1,1,"Male",21,"White","White","Kentucky","Kentucky","No, not in school",6,"6th grade"
"40",1940,2,27124728,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"41",1940,2,27124729,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",1,1,"Male",21,"White","White","Kentucky","Kentucky","No, not in school",8,"8th grade"
"42",1940,2,27124734,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"43",1940,2,27124735,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Kentucky","Kentucky","No, not in school",5,"5th grade"
"44",1940,2,27124739,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Kentucky","Kentucky","Yes, in school",11,"11th grade"
"45",1940,2,27124744,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"46",1940,2,27124746,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"47",1940,2,27124748,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Kentucky","Kentucky","No, not in school",6,"6th grade"
"48",1940,2,27124750,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",8,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"49",1940,2,27124752,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",18,"White","White","Virginia","Virginia","Yes, in school",8,"8th grade"
"50",1940,2,27124753,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"51",1940,2,27124760,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"52",1940,2,27124764,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",8,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"53",1940,2,27124765,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"54",1940,2,27124768,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","West Virginia","West Virginia","No, not in school",13,"1st year of college"
"55",1940,2,27124770,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"56",1940,2,27124783,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",1,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"57",1940,2,27124791,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Kentucky","Kentucky","No, not in school",6,"6th grade"
"58",1940,2,27124796,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"59",1940,2,27124796,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"60",1940,2,27124803,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"61",1940,2,27124808,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"62",1940,2,27124808,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"63",1940,2,27124809,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"64",1940,2,27124814,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"65",1940,2,27124814,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"66",1940,2,27124818,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"67",1940,2,27124819,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"68",1940,2,27124820,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"69",1940,2,27124822,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"70",1940,2,27124822,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"71",1940,2,27124827,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Virginia","Virginia","No, not in school",7,"7th grade"
"72",1940,2,27124829,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"73",1940,2,27124829,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"74",1940,2,27124830,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"75",1940,2,27124831,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Kentucky","Kentucky","No, not in school",4,"4th grade"
"76",1940,2,27124833,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"77",1940,2,27124846,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"78",1940,2,27124846,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"79",1940,2,27124848,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"80",1940,2,27124853,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"81",1940,2,27124855,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Kentucky","Kentucky","No, not in school",6,"6th grade"
"82",1940,2,27124855,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"83",1940,2,27124862,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"84",1940,2,27124867,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",19,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"85",1940,2,27124872,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Indiana","Indiana","No, not in school",8,"8th grade"
"86",1940,2,27124874,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",3,"3rd grade"
"87",1940,2,27124876,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",14,"2nd year of college"
"88",1940,2,27124877,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"89",1940,2,27124885,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"90",1940,2,27124887,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"91",1940,2,27124889,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Kentucky","Kentucky","Yes, in school",9,"9th grade"
"92",1940,2,27124897,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",1,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"93",1940,2,27124899,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"94",1940,2,27124901,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"95",1940,2,27124901,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"96",1940,2,27124910,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","West Virginia","West Virginia","No, not in school",9,"9th grade"
"97",1940,2,27124913,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"98",1940,2,27124914,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"99",1940,2,27124914,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"100",1940,2,27124933,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"101",1940,2,27124934,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Kentucky","Kentucky","No, not in school",10,"10th grade"
"102",1940,2,27124934,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Kentucky","Kentucky","Yes, in school",10,"10th grade"
"103",1940,2,27124937,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"104",1940,2,27124946,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"105",1940,2,27124947,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"106",1940,2,27124952,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"107",1940,2,27124955,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"108",1940,2,27124960,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"109",1940,2,27124965,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"110",1940,2,27124967,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"111",1940,2,27124970,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"112",1940,2,27124975,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"113",1940,2,27124977,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"114",1940,2,27124977,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"115",1940,2,27124978,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Kentucky","Kentucky","No, not in school",7,"7th grade"
"116",1940,2,27124978,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Kentucky","Kentucky","No, not in school",9,"9th grade"
"117",1940,2,27124979,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"118",1940,2,27124983,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"119",1940,2,27124984,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"120",1940,2,27124998,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","Yes, in school",14,"2nd year of college"
"121",1940,2,27124999,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"122",1940,2,27125001,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",6,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",6,"6th grade"
"123",1940,2,27125002,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"124",1940,2,27125017,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"125",1940,2,27125018,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"126",1940,2,27125040,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"127",1940,2,27125043,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"128",1940,2,27125048,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"129",1940,2,27125050,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"130",1940,2,27125051,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"131",1940,2,27125057,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Virginia","Virginia","No, not in school",8,"8th grade"
"132",1940,2,27125058,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"133",1940,2,27125060,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"134",1940,2,27125064,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",6,1,"Male",19,"White","White","Virginia","Virginia","No, not in school",7,"7th grade"
"135",1940,2,27125068,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"136",1940,2,27125079,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",6,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"137",1940,2,27125080,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"138",1940,2,27125081,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",13,"1st year of college"
"139",1940,2,27125092,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"140",1940,2,27125093,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",1,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"141",1940,2,27125098,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"142",1940,2,27125100,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"143",1940,2,27125105,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",1,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"144",1940,2,27125110,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"145",1940,2,27125111,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",21,"White","White","West Virginia","West Virginia","No, not in school",7,"7th grade"
"146",1940,2,27125115,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"147",1940,2,27125124,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"148",1940,2,27125127,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"149",1940,2,27125127,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"150",1940,2,27125127,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",6,1,"Male",17,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"151",1940,2,27125127,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",10,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"152",1940,2,27125138,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"153",1940,2,27125139,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",18,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"154",1940,2,27125150,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"155",1940,2,27125151,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",2,1,"Male",19,"White","White","Ohio","Ohio","No, not in school",4,"4th grade"
"156",1940,2,27125153,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",21,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"157",1940,2,27125154,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"158",1940,2,27125166,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",3,1,"Male",20,"White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"159",1940,2,27125170,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",5,1,"Male",18,"White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"160",1940,2,27125174,1,"East North Central Div.","Ohio",1310,"Rural","Households under 1970 definition",4,1,"Male",17,"White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
